"ID odgovora","Datum prosleđivanja","Poslednja strana","Početni jezik","Datum početka","Datum poslednje akcije","IP adresa","Molimo vas da označite svoj pol. []","Molimo Vas da označite svoju ulogu u današnjoj poseti veb-sajta Odseka. []","Koliko često posećujete veb-sajt Odseka za psihologiju? []","Koliko vremena provedete na veb-sajtu Odseka prilikom tipične posete? []","Kakav je vaš opšti utisak vezan za korišćenje veb-sajta Odseka za psihologiju? []","{if(is_empty(hidden), rand(1, 100), hidden)}","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa nekoliko narednih tvrdnji.  Opšti izgled i dizajn veb-sajta je atraktivan []","Početna stranica veb-sajta mi daje jednosavan uvid u njegovu strukturu i logiku korišćenja. []","Uvek znam gde mogu da pronađem informaciju koju tražim. []","Bilo mi je lako da naučim kako da se krećem kroz veb-sajt. []","Informacije koje se nude na veb-sajtu su korisne, potpune i jasne. []","Jezik/terminologija koji se koristi u sadržaju su laki za čitanje i razumevanje. []","Opis ponuđen na stranicama izbornih kurseva mi je veoma koristan prilikom odabira predmeta. []","U odeljku Aktuelnosti i vesti pronalazim korisne informacije. []","Informacije koje se nude na veb-sajtu se redovno ažuriraju. []","Lako i brzo mogu da rezervišem termin za eksperimente. []","Mislim da budući studenti Odseka mogu lako da nauče kako da koriste veb-sajt. []","Zadovoljan sam brzinom učitavanja stranica veb-sajta. []","Veb-sajtu češće pristupam sa mobilnih uređaja nego sa računara. []","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa nekoliko narednih tvrdnji.  Početna stranica veb-sajta mi daje jednosavan uvid u njegovu strukturu i logiku korišćenja. []","Mislim da budući studenti Odseka mogu lako da nauče kako da koriste veb-sajt. []","Bilo mi je lako da naučim kako da se krećem kroz veb-sajt. []","Opšti izgled i dizajn veb-sajta je atraktivan. []","Informacije koje se nude na veb-sajtu su korisne, potpune i jasne. []","Informacije koje se nude na veb-sajtu se redovno ažuriraju. []","Veb-sajtu češće pristupam sa mobilnih uređaja nego sa računara. []","Opis ponuđen na stranicama izbornih kurseva mi je veoma koristan prilikom odabira predmeta. []","Uvek znam gde mogu da pronađem informaciju koju tražim. []","U odeljku Aktuelnosti i vesti pronalazim korisne informacije. []","Lako i brzo mogu da rezervišem termin za eksperimente. []","Jezik/terminologija koji se koristi u sadržaju su laki za čitanje i razumevanje. []","Zadovoljan sam brzinom učitavanja stranica veb-sajta. []","Da li ste naišli na neki problem ili ste imali negativno iskustvo prilikom korišćenja veb-sajta? Ako jeste, koje?","Koju vrstu informacija bi, po vašem mišljenu, trebalo dodati na veb-sajt?","Da li imate neke konkretne sugestije za poboljšanje veb-sajta Odseka za psihologiju?","Da li ste naišli na neki problem ili ste imali negativno iskustvo prilikom korišćenja veb-sajta? Ako jeste, koje?","Koju vrstu informacija bi, po vašem mišljenu, trebalo dodati na veb-sajt?","Da li imate neke konkretne sugestije za poboljšanje veb-sajta Odseka za psihologiju?","Ukupno vreme","Vreme grupe: Molim Vas odgovorite na sledeća pitanja","Vreme pitanja: DemografskePol","Vreme pitanja: Demografske","Vreme pitanja: zaAnalytics1","Vreme pitanja: vreme","Vreme pitanja: zaAnalzticsMozda","Vreme pitanja: hidden","Vreme grupe: Molim Vas obeležite stepen slaganja na sledeća pitanja.","Vreme pitanja: b","Vreme pitanja: b2","Vreme pitanja: b3","Vreme pitanja: b4","Vreme pitanja: b5","Vreme pitanja: b6","Vreme pitanja: b7","Vreme pitanja: b8","Vreme pitanja: b9","Vreme pitanja: b10","Vreme pitanja: b11","Vreme pitanja: b12","Vreme pitanja: b13","Vreme grupe: Molim Vas obeležite stepen slaganja na sledeća pitanja.","Vreme pitanja: b2","Vreme pitanja: b11","Vreme pitanja: b4","Vreme pitanja: b","Vreme pitanja: b5","Vreme pitanja: b9","Vreme pitanja: b13","Vreme pitanja: b7","Vreme pitanja: b3","Vreme pitanja: b8","Vreme pitanja: b10","Vreme pitanja: b6","Vreme pitanja: b12","Vreme grupe: Molim Vas napišite Vaš odgovor na sledeća pitanja.","Vreme pitanja: textboxPrvi","Vreme pitanja: textboxDrugi","Vreme pitanja: textboxTreci","Vreme pitanja: textboxPrvimali","Vreme pitanja: textboxDrugimali","Vreme pitanja: textboxTrecimali"
"156","","34","sr-Latn","2019-09-10 17:59:42","2019-09-10 18:02:41","188.246.37.20","Ženski","Student Odseka","Nekoliko puta mesečno","Manje od 5 minuta","Uglavnom pozitivan","88","","","","","","","","","","","","","","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Neodlučan/na sam","Nedolučan/na sam","Uopšte se ne slažem","Neodlučan/na sam","Neodlučan/na sam","Uglavnom se ne slažem","Uglavnom se slažem","uglavnom se slažem","","","","","","","188.01","","9.11","6.4","8.13","4.02","4.52","","","","","","","","","","","","","","","","","11","7.33","4.87","6.61","8.76","4.38","13.5","16.54","6.12","7.57","5.13","22.93","8.61","","27.05","5.43","","","",""
"157","","2","sr-Latn","2019-09-10 19:04:25","2019-09-10 19:05:18","79.101.192.188","Ženski","Nastavnik Odseka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.31","","20.14","36.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","2019-09-11 18:48:27","38","sr-Latn","2019-09-11 12:26:54","2019-09-11 18:48:27","87.116.183.177","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Neutralan","80","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Potpuno se slažem","Neodlučan/na sam","Nedolučan/na sam","Uopšte se ne slažem","Uglavnom se ne slažem","Ugalvnom se ne slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","Program predmeta koji se nalazi u okviru bilo kog predmeta nije godinama ažuriran, struktura i sadržaj predmeta se razlikuje od napisanog i često znaju da važe nepisana pravila. Jako je teško opredeliti se za izborni predmet jer ne znam na osnovu kojih informacija bi studenti to mogli da urade. Nemamo vremena da se upoznamo sa strukturom i sadržajem predmeta, kao i samom profesorkom ili profesorom koji drže nastavu, a navedene informacije ne samo da su nedovoljne već su i nevažeće i u potpunosti zastarele.  ","","","","","22903.6","","3.98","4.35","12.31","9.73","10.1","","","","","","","","","","","","","","","","","9.34","4.97","1.9","5.38","3.81","13.89","13.16","7.64","8.29","12.36","5.92","3.29","2.87","","6.54","22740.6","23.17","","",""
"159","2019-09-12 08:50:29","38","sr-Latn","2019-09-12 08:47:58","2019-09-12 08:50:29","89.216.122.103","Ženski","Drugo","Nekoliko puta mesečno","Manje od 5 minuta","Veoma pozitivan","19","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uopšte se ne slažem","","","","","","","","","","","","","","","","","","Eventualno banere za neke psihološke institucije, sa kojima sarađuje Odsek, kao i neke informacije o akcijama u kojima Odsek učestvuje (projekti, priznanja, volontiranja, itd.) što bi doprinelo popularizaciji Odseka.","","159.05","","2.59","6.47","13.92","8.64","8.59","","","6","6.97","3.9","2.55","2.03","1.55","3.98","2.98","2.2","3.11","3.42","2.39","4.11","","","","","","","","","","","","","","","","","","","3.25","65.34","5.06"
"160","2019-09-12 22:29:38","38","sr-Latn","2019-09-12 22:13:35","2019-09-12 22:29:38","77.243.24.98","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Uglavnom pozitivan","77","","","","","","","","","","","","","","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Neodlučan/na sam","Uglavnom se slažem","Nedolučan/na sam","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","uglavnom se slažem","Pojedini izborni predmeti se nisu održavali više, a postavljeni su. Ne postavljaju svi profesori materijal za nastavu na sajt.","Rezultati ispita razvrstani po godinama studija.  ","Time sto ce svi profesori postavljati materijal za svoj predmet na sajt(redovno). ","","","","975.33","","3.16","6.21","10.62","4.91","6.88","","","","","","","","","","","","","","","","","10.41","4.92","5.64","14.59","7.07","10.32","5.67","11.58","3.92","14.56","4.73","9.75","4.93","","130.47","662.96","42.03","","",""
"161","","19","sr-Latn","2019-09-13 14:52:09","2019-09-13 14:52:41","188.2.78.34","Muški","Drugo","Barem jednom nedeljno","Duže od 30 minuta","Uglavnom pozitivan","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.29","","3.32","8.41","9.54","6.23","6.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162","2019-09-14 11:44:24","38","sr-Latn","2019-09-14 11:42:04","2019-09-14 11:44:24","109.92.194.254","Ženski","Budući student Odseka","Ovo mi je prvi put","Između 15 i 30 minuta","Veoma pozitivan","54","","","","","","","","","","","","","","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Potpuno se slažem","Potpuno se slažem","","","","","","","148.07","","3.29","11.28","5.52","10.84","7.64","","","","","","","","","","","","","","","","","13.03","5.96","5.05","9.32","4.9","5.31","12.98","5.07","5.03","3.6","19.59","4.09","3.68","","4.64","4.14","3.11","","",""
"163","2019-09-14 13:59:43","38","sr-Latn","2019-09-14 13:56:37","2019-09-14 13:59:43","178.222.148.107","Ženski","Student Odseka","Nekoliko puta mesečno","Između 5 i 15 minuta","Uglavnom pozitivan","28","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Neodlučan/na sam","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","uglavnom se slažem","Uglavnom se ne slažem","","","","","","","","","","","","","","","","","","","","196.83","","13.04","4.75","12.67","9.89","7.07","","","20.23","22.94","4.48","5.84","6.77","4.08","9.52","6.36","4.23","4.71","5.47","32.42","9.77","","","","","","","","","","","","","","","","","","","4.39","3.17","5.03"
"164","2019-09-18 15:28:57","38","sr-Latn","2019-09-18 15:23:48","2019-09-18 15:28:57","93.86.174.239","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Uglavnom pozitivan","97","","","","","","","","","","","","","","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Neodlučan/na sam","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","uglavnom se slažem","","","","","","","324.9","","35.45","5.9","17.55","10.7","8.31","","","","","","","","","","","","","","","","","17","6.57","6.53","3.14","12.25","6.68","5.97","8.95","114.33","9.41","14.05","12.55","12.86","","9.8","4.34","2.56","","",""
"165","2019-09-20 13:16:03","38","sr-Latn","2019-09-20 13:06:37","2019-09-20 13:16:03","93.87.60.180","Muški","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Uglavnom pozitivan","10","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Uopšte se ne slažem","Uopšte se ne slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","","","","","","","","","","","","","","","","","Izborni predmeti za 3. godinu studija nisu ažurirani.
Predmeti koji su u ponudi za prvu i drugu grupu izbornih predmeta za 3. godinu studija nisu u skladu sa rasporedom predavanja pruženim na sajtu Filozofskog fakulteta za OAS Psihologija za zimski semestar 2019/20.
Potrebno ažurirati što pre jer je neophodno izabrati izborne predmete najkasnije do 25. oktobra!","Dodatne informacije o izbornim predmetima, eventualno uvodnu prezentaciju istih na njihovim stranicama.","-","581.26","","6.53","7.11","9.2","3.91","10.49","","","98.11","20.8","13.06","8.65","6.25","4.65","62.45","10.1","3.64","20.42","17.93","10.43","7.44","","","","","","","","","","","","","","","","","","","194.25","52.26","13.58"
"166","","7","sr-Latn","2019-09-20 15:34:33","2019-09-20 15:35:21","109.93.35.133","Ženski","Drugo","Nekoliko puta mesečno","Između 5 i 15 minuta","Uglavnom negativan","38","Uopšte se ne slažem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.86","","3.36","6.39","7.59","4.82","6.93","","","22.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167","2019-09-20 18:25:06","38","sr-Latn","2019-09-20 18:21:54","2019-09-20 18:25:06","109.245.36.35","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Veoma pozitivan","24","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","uglavnom se slažem","Uglavnom se slažem","","","","","","","","","","","","","","","","","","","","201.52","","4.87","16.57","9.18","6.77","9.89","","","9.56","8.02","21.79","7.1","8.5","6.12","13.08","5.36","10.17","7.9","19.2","4.9","12.3","","","","","","","","","","","","","","","","","","","7.46","6.43","6.35"
"168","","1","sr-Latn","2019-09-22 12:27:14","2019-09-22 12:28:14","81.18.61.238","Ženski","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.19","","22.77","38.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169","2019-09-24 16:20:38","38","sr-Latn","2019-09-24 16:14:41","2019-09-24 16:20:38","178.79.11.127","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Neutralan","65","","","","","","","","","","","","","","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Neodlučan/na sam","Uglavnom se ne slažem","Neodlučan/na sam","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Ne svidja mi se to sto su rezultati i informacije o ispitima dostupne svima, a ne samo studentima smera koji su polagali te ispite. ","","","","","","365.76","","4.75","6.4","14.57","13.2","7.38","","","","","","","","","","","","","","","","","14.21","5.66","5.4","5.76","8.14","4.04","7.62","9.33","7.4","6.21","5.61","6.53","4.82","","186.01","9.14","33.58","","",""
"171","2019-09-25 15:13:01","38","sr-Latn","2019-09-25 15:10:57","2019-09-25 15:13:01","87.116.180.90","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Veoma pozitivan","39","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se ne slažem","","","","","","","","","","","","","","","","","","","","138.52","","9.89","6.45","5.85","10.55","6.73","","","5.78","6.51","15.17","4.13","4.5","4.59","10.57","6.23","6.76","4.05","3.46","6.78","7.6","","","","","","","","","","","","","","","","","","","5.51","4.6","2.81"
"172","2019-09-26 06:25:57","38","sr-Latn","2019-09-26 06:16:02","2019-09-26 06:25:57","93.86.212.173","Muški","Student Odseka","Nekoliko puta u semestru","Manje od 5 minuta","Uglavnom pozitivan","99","","","","","","","","","","","","","","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Neodlučan/na sam","Neodlučan/na sam","Uopšte se ne slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uopšte se ne slažem","Neodlučan/na sam","Potpuno se slažem","uglavnom se slažem","","uvek vidljiv radni kalendar, kao i termine prijavljivanja ispita, početka ispitnih rokova i slično.

vesti sortirati kategorijalno, ne sve đumle kao iz priloženog

· POZIVAMO VAS DA POPUNITE ANKETU O NAŠEM VEB-SAJTU
· REZULTATI ISPITA IZ RAZVOJNE PSIHOLOGIJE ZA NEPSIHOLOŠKE GRUPE KOD PROF. ZOTOVIĆ, oktobar 2019
· Socijalni rad sa decom i mladima- rezultati iz oktobarskog roka
· REZULTATI ISPITA - SOCIJALNI RAD SA DECOM I MLADIMA, PROF MIHIC/ZOTOVIC
· REZULTATI ISPITA IZ RAZVOJNE PSIHOLOGIJE ZA NEPSIHOLOŠKE GRUPE KOD PROF. ZOTOVIĆ, septembar 2019
· REZULTATI ISPITA NA PREDMETIMA PROF. IVANE MIHIĆ, JUNSKI ISPITNI ROK
· REZULTATI OBA KOLOKVIJUMA + BODOVI ZA PREDISPITNE OBAVEZE IZ RAZVOJNE PSIHOLOGIJE KOD PROF. ZOTOVIĆ, SR I KK, JUNI 2018
· Poziv za učestvovanje u istraživanju o rodnim ulogama i rodnim stereotipima-SAMO ZA STUDENTE OSNOVNIH STUDIJA
· MATERIJALI ZA PRAKSU 1 ZA STUDENTE SOCIJALNOG RADA 2019

učiniti da nalog za studente ima neke benefite, neka vesti o položenim ispitima vide automatski samo oni koji idu na te predmete.

ubaciti chat.","","","","","606.27","","4.58","9.01","11.56","7.15","5.37","","","","","","","","","","","","","","","","","26.56","6.68","5.1","5.2","5.57","9.25","11.94","14.34","6.76","6.06","5.83","6.82","6.2","","75.46","357.15","19.68","","",""
"173","","26","sr-Latn","2019-09-26 23:00:00","2019-09-26 23:00:59","77.243.23.30","Muški","Drugo","Nekoliko puta mesečno","Između 5 i 15 minuta","Veoma pozitivan","92","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","62.79","","2.39","4.72","5.58","6.17","2.87","","","","","","","","","","","","","","","","","8.21","4.35","3","3.25","4.17","4.32","4.19","9.57","","","","","","","","","","","",""
"174","","1","sr-Latn","2019-09-26 23:43:11","2019-09-26 23:43:16","178.223.86.110","Ženski","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.04","","5.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","2019-09-28 18:32:54","38","sr-Latn","2019-09-28 18:31:26","2019-09-28 18:32:54","212.200.76.39","Ženski","Student Odseka","Nekoliko puta u semestru","Manje od 5 minuta","Uglavnom pozitivan","68","","","","","","","","","","","","","","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Potpuno se slažem","uglavnom se slažem","","","","","","","98.15","","2.64","3.87","8.24","3.39","4.05","","","","","","","","","","","","","","","","","7.32","5.8","4.74","4.09","4.32","3.73","5.45","9.34","4.19","4.9","4.38","4.82","4.9","","4.13","1.9","1.95","","",""
"176","2019-09-29 10:06:39","38","sr-Latn","2019-09-29 10:04:48","2019-09-29 10:06:39","95.85.144.151","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Uglavnom pozitivan","3","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Ugalvnom se ne slažem","Neodlučan/na sam","Neodlučan/na sam","Uglavnom se slažem","uglavnom se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","123.15","","2.25","5.2","6.87","5.72","3.86","","","10.88","7.58","6.35","4.34","6.47","4.34","8.88","9.08","8.93","7.61","5.41","2.96","3.89","","","","","","","","","","","","","","","","","","","5.79","4.12","2.62"
"177","2019-09-29 12:06:41","38","sr-Latn","2019-09-29 12:02:58","2019-09-29 12:06:41","109.93.203.200","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Veoma pozitivan","29","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","Raspored ispita, da ne idemo na sajt fakulteta. ","Da se vrati raspored ispita i na sajt odseka","233.05","","8.65","4.44","11.54","6.03","3.82","","","5.24","5.13","2.7","3.26","3.72","4.29","4.94","3.56","3.81","9.65","38.8","4.39","4.03","","","","","","","","","","","","","","","","","","","10.16","64.2","30.69"
"178","2019-09-30 10:10:14","38","sr-Latn","2019-09-30 10:08:05","2019-09-30 10:10:14","46.17.121.248","Ženski","Student Odseka","Nekoliko puta mesečno","Između 5 i 15 minuta","Uglavnom pozitivan","20","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se ne slažem","","","","","","","","","","","","","","","","","","","","137.81","","3.97","7.09","11.43","7.08","9.77","","","12.08","5.93","5.33","4.73","5.64","3.5","16.66","7.39","5.32","5.19","4.17","7.13","5.89","","","","","","","","","","","","","","","","","","","4.43","3.15","1.93"
"179","","2","sr-Latn","2019-09-30 18:19:48","2019-09-30 18:20:01","178.149.116.130","Muški","Student Odseka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.76","","6.02","8.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180","","4","sr-Latn","2019-10-02 13:20:05","2019-10-02 13:20:35","147.91.172.81","Ženski","Drugo","Nekoliko puta u semestru","Manje od 5 minuta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.64","","2.77","13.33","11.9","5.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181","","","sr-Latn","2019-10-03 09:13:22","2019-10-03 09:13:22","192.168.131.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182","2019-10-03 19:29:22","38","sr-Latn","2019-10-03 19:26:57","2019-10-03 19:29:22","109.92.95.86","Ženski","Budući student Odseka","Ovo mi je prvi put","Između 5 i 15 minuta","Uglavnom pozitivan","69","","","","","","","","","","","","","","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","Potpuno se slažem","Potpuno se slažem","","","","","","","157.03","","3.63","7.26","5.5","24.41","6.93","","","","","","","","","","","","","","","","","21.15","6.47","6.25","6.36","6.18","4.19","6.86","6.86","5.77","5.28","7.08","6.41","4.67","","6.48","4.61","4.68","","",""
"183","","36","sr-Latn","2019-10-04 12:59:05","2019-10-04 13:01:48","79.101.85.219","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Uglavnom pozitivan","32","Uglavnom se slažem","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","","","","","","","","","","","","","","","","","","","","174.57","","11","3.79","17.8","7.31","7.99","","","17.26","6.63","5.53","3.85","5.69","33.85","6.95","10.88","5.96","6.36","4.69","5.25","9.32","","","","","","","","","","","","","","","","","","","4.46","",""
"184","","1","sr-Latn","2019-10-05 17:47:10","2019-10-05 17:47:25","147.91.172.81","Ženski","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.91","","15.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185","","15","sr-Latn","2019-10-06 13:42:14","2019-10-06 13:43:54","188.2.47.54","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Uglavnom pozitivan","16","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","","","","","","","","","","","","","","","","","","","","","","","","106.36","","2.52","5.26","7.47","5.17","6.99","","","13.07","5.78","8.33","6.56","13.63","13.86","7.9","5.45","4.37","","","","","","","","","","","","","","","","","","","","","","","","",""
